Age,Gender,Weight_kg,Height_cm,BMI,Sleep_hrs,Activity_Level,Water_Intake_L,Protein_g,Carbs_g,Fat_g,Fitness_Goal,Calories_kcal,Estimated_Maintenance_Calories,Caloric_Surplus_or_Deficit
24,Female,64.6,172.4,21.73,5.9,Active,2.27,103,459,83,Muscle Gain,3001,2488.3125,512.6875
64,Female,46.2,162.7,17.46,7.7,Moderate,2.65,55,146,30,Weight Loss,1075,1546.70625,-471.70625
32,Female,48.2,152.1,20.84,7.4,Moderate,2.36,58,157,32,Weight Loss,1144,1723.01875,-579.01875
53,Female,62.8,162.2,23.87,6.1,Moderate,1.81,75,326,59,Maintenance,2141,1884.4125,256.58749999999986
48,Female,66.1,157.4,26.69,6.4,Sedentary,1.53,106,278,57,Muscle Gain,2045,1492.5,552.5
40,Female,49.2,156.3,20.14,7.7,Sedentary,1.64,59,184,36,Maintenance,1299,1329.45,-30.450000000000045
51,Female,58.3,161.1,22.44,6.6,Active,2.57,70,387,68,Maintenance,2436,2024.934375,411.065625
31,Female,58.8,167.0,21.09,5.8,Sedentary,3.33,71,221,43,Maintenance,1553,1578.9,-25.899999999999864
53,Female,80.9,162.9,30.49,6.5,Active,2.65,129,561,102,Muscle Gain,3680,2416.940625,1263.0593749999998
36,Male,68.0,173.9,22.49,7.6,Moderate,2.32,82,353,64,Maintenance,2319,2467.40625,-148.40625
19,Male,89.4,159.9,34.98,6.7,Moderate,2.61,143,485,93,Muscle Gain,3349,2795.2312500000003,553.7687499999997
39,Male,81.4,165.1,29.86,7.9,Active,2.83,130,564,103,Muscle Gain,3702,2856.384375,845.6156249999999
36,Male,82.5,171.7,28.0,6.7,Moderate,3.01,132,452,86,Muscle Gain,3114,2670.84375,443.15625
60,Female,68.6,153.6,29.07,5.5,Sedentary,1.71,82,163,36,Weight Loss,1311,1422.0,-111.0
41,Male,100.3,187.0,28.7,8.0,Sedentary,3.01,120,376,74,Maintenance,2649,2366.1,282.9000000000001
24,Male,91.7,177.5,29.12,9.0,Sedentary,2.0,110,250,53,Weight Loss,1921,2293.65,-372.6500000000001
50,Female,67.3,165.4,24.6,6.9,Sedentary,2.23,108,282,58,Muscle Gain,2076,1554.9,521.1000000000001
52,Male,81.1,170.1,28.03,8.7,Sedentary,2.95,97,304,59,Maintenance,2140,1942.95,197.05000000000015
31,Female,61.6,168.8,21.63,7.1,Moderate,3.0,74,226,44,Weight Loss,1601,2100.25,-499.25
55,Male,75.4,177.7,23.88,6.4,Moderate,2.29,90,391,71,Maintenance,2570,2471.6687500000003,98.33124999999971
62,Female,51.9,159.4,20.44,8.2,Active,2.71,83,380,69,Muscle Gain,2471,1801.3312500000002,669.6687499999998
36,Male,71.0,155.6,29.32,6.9,Moderate,2.6,85,275,53,Weight Loss,1920,2336.625,-416.625
25,Female,69.8,171.1,23.84,7.2,Moderate,1.89,112,391,74,Muscle Gain,2679,2296.13125,382.8687500000001
23,Male,73.9,184.5,21.7,7.4,Active,2.7,89,490,86,Maintenance,3087,3074.165625,12.834374999999907
50,Male,82.6,170.7,28.37,7.7,Moderate,1.94,132,452,87,Muscle Gain,3118,2554.20625,563.7937499999998
41,Male,54.7,168.4,19.28,6.6,Moderate,2.77,87,318,60,Muscle Gain,2164,2169.225,-5.224999999999909
56,Male,91.9,174.9,30.03,5.0,Active,2.98,110,516,93,Weight Loss,3339,2996.540625,342.4593749999999
63,Male,67.5,184.5,19.83,8.0,Moderate,2.85,81,351,64,Maintenance,2302,2353.09375,-51.09375
33,Female,56.1,158.4,22.38,7.5,Moderate,1.88,67,291,53,Maintenance,1914,1898.75,15.25
39,Male,78.1,165.4,28.53,8.6,Moderate,2.97,125,431,82,Muscle Gain,2963,2518.3625,444.6374999999998
32,Female,54.9,160.6,21.29,7.0,Active,2.68,88,399,72,Muscle Gain,2595,2124.76875,470.2312499999998
20,Female,64.6,167.1,23.12,6.8,Active,2.51,77,428,75,Maintenance,2698,2465.671875,232.328125
59,Male,66.3,165.2,24.3,6.0,Moderate,2.22,80,251,49,Weight Loss,1761,2178.525,-417.5250000000001
37,Male,64.9,177.9,20.51,8.9,Sedentary,2.79,104,274,56,Muscle Gain,2012,1897.05,114.95000000000005
40,Female,53.8,154.7,22.47,6.9,Sedentary,1.47,86,236,48,Muscle Gain,1720,1372.65,347.35000000000014
24,Female,64.1,167.1,22.96,8.4,Moderate,2.27,77,333,61,Maintenance,2186,2176.78125,9.21875
47,Male,81.6,176.5,26.21,6.2,Active,2.32,131,565,103,Muscle Gain,3712,2913.7406250000004,798.2593749999996
47,Female,60.8,162.4,23.05,8.3,Active,2.11,73,404,71,Maintenance,2542,2116.5750000000003,425.4249999999997
41,Female,60.4,166.8,21.71,6.3,Moderate,2.23,73,220,43,Weight Loss,1561,1984.775,-423.7750000000001
44,Female,72.4,174.8,23.7,5.9,Moderate,2.98,116,404,77,Muscle Gain,2771,2225.025,545.9749999999999
44,Female,64.7,163.1,24.31,7.1,Sedentary,3.16,78,243,47,Maintenance,1708,1542.45,165.54999999999995
30,Male,82.1,161.4,31.51,7.1,Sedentary,2.51,99,214,46,Weight Loss,1667,2021.7,-354.6999999999998
57,Male,73.1,178.1,23.05,7.3,Moderate,2.56,88,380,69,Maintenance,2492,2424.39375,67.60624999999982
33,Female,59.4,176.5,19.08,7.0,Sedentary,1.09,71,129,30,Weight Loss,1069,1645.35,-576.3499999999999
30,Female,60.2,151.8,26.11,6.8,Moderate,2.67,96,345,65,Muscle Gain,2352,1921.6125,430.3875000000001
57,Male,68.4,184.1,20.17,6.8,Sedentary,3.36,109,285,58,Muscle Gain,2105,1865.55,239.45000000000005
27,Female,54.0,169.4,18.82,5.2,Moderate,2.01,65,187,37,Weight Loss,1342,2019.2625,-677.2625
53,Female,62.6,155.0,26.03,6.3,Moderate,2.41,100,356,68,Muscle Gain,2433,1811.5625,621.4375
26,Male,76.2,191.2,20.85,6.7,Moderate,2.56,91,396,72,Maintenance,2598,2839.6,-241.5999999999999
61,Male,67.0,179.8,20.71,7.0,Moderate,2.42,80,254,50,Weight Loss,1784,2315.3125,-531.3125
31,Female,64.3,162.5,24.35,7.7,Sedentary,2.16,77,147,33,Weight Loss,1198,1611.15,-413.1499999999999
45,Female,64.6,158.0,25.87,5.9,Moderate,2.86,78,336,61,Maintenance,2203,1933.625,269.375
33,Female,60.4,166.4,21.83,5.4,Moderate,2.08,73,220,43,Weight Loss,1561,2042.9,-481.9000000000001
27,Female,45.6,157.6,18.36,5.7,Sedentary,2.85,55,171,33,Maintenance,1203,1374.0,-171.0
38,Male,53.3,174.7,17.45,6.9,Moderate,3.63,64,183,37,Weight Loss,1316,2231.80625,-915.80625
21,Female,65.7,158.6,26.09,6.8,Moderate,1.17,79,341,62,Maintenance,2239,2142.4875,96.51249999999982
44,Female,40.0,167.9,14.19,7.6,Sedentary,2.74,48,56,15,Weight Loss,556,1282.05,-726.05
26,Female,75.9,155.7,31.32,7.7,Moderate,1.83,91,394,72,Maintenance,2588,2233.74375,354.2562499999999
59,Male,72.4,172.1,24.45,6.0,Sedentary,2.55,116,299,61,Muscle Gain,2212,1811.55,400.4500000000001
54,Female,57.9,165.4,21.19,8.6,Moderate,2.18,93,334,63,Muscle Gain,2276,1831.7125,444.2874999999999
60,Male,97.6,184.7,28.61,8.1,Sedentary,3.02,117,366,72,Maintenance,2577,2202.45,374.5500000000002
21,Female,61.2,164.9,22.5,7.1,Moderate,1.99,73,318,58,Maintenance,2086,2133.76875,-47.76875000000018
36,Male,83.1,176.2,26.77,7.4,Moderate,2.14,133,455,87,Muscle Gain,3133,2723.7375,409.2624999999998
51,Male,57.6,172.1,19.45,7.5,Moderate,1.54,69,299,55,Maintenance,1963,2172.51875,-209.51875000000015
60,Female,59.3,168.1,20.99,6.3,Sedentary,1.92,71,129,30,Weight Loss,1066,1419.15,-353.14999999999986
18,Female,68.1,155.0,28.38,6.1,Sedentary,3.06,109,285,58,Muscle Gain,2099,1678.5,420.5
52,Female,58.0,159.0,22.93,5.6,Sedentary,2.86,93,251,51,Muscle Gain,1831,1383.3,447.7000000000001
31,Female,49.5,157.8,19.88,7.1,Moderate,2.11,59,257,47,Maintenance,1687,1806.1375,-119.13750000000005
36,Female,60.4,154.0,25.49,7.4,Moderate,2.54,73,314,57,Maintenance,2060,1899.525,160.4749999999999
29,Male,74.7,183.9,22.09,8.0,Active,1.63,90,402,73,Weight Loss,2622,3029.7468750000003,-407.7468750000003
36,Female,68.5,167.4,24.43,6.0,Moderate,3.47,82,262,51,Weight Loss,1836,2154.8875000000003,-318.8875000000003
38,Male,69.5,162.8,26.21,6.9,Sedentary,3.08,83,167,37,Weight Loss,1334,1833.0,-499.0
39,Female,65.5,161.3,25.19,8.3,Sedentary,2.96,79,152,34,Weight Loss,1230,1568.55,-338.54999999999995
48,Male,73.9,176.0,23.86,6.7,Moderate,1.39,89,290,56,Weight Loss,2021,2486.2000000000003,-465.2000000000003
43,Male,62.9,183.8,18.62,7.4,Moderate,3.78,76,233,46,Weight Loss,1646,2430.0125000000003,-784.0125000000003
55,Female,67.9,159.7,26.61,6.5,Active,3.23,81,451,79,Maintenance,2838,2140.940625,697.0593749999998
55,Male,62.0,176.7,19.87,5.6,Active,2.04,74,412,72,Maintenance,2593,2508.796875,84.203125
29,Female,63.0,166.3,22.78,6.1,Sedentary,1.88,101,267,55,Muscle Gain,1963,1636.05,326.95000000000005
60,Female,57.0,167.2,20.37,8.0,Moderate,1.72,91,329,62,Muscle Gain,2242,1788.7,453.3
61,Male,98.6,179.0,30.77,7.3,Sedentary,2.22,118,276,58,Weight Loss,2102,2165.7,-63.69999999999982
57,Female,64.0,159.8,25.05,8.4,Active,3.01,102,455,83,Muscle Gain,2974,2057.49375,916.50625
49,Female,68.0,164.4,25.15,5.7,Moderate,2.56,82,259,51,Weight Loss,1818,2017.325,-199.32500000000005
54,Male,72.1,174.0,23.81,7.8,Moderate,3.16,86,281,54,Weight Loss,1958,2392.425,-434.4250000000002
54,Female,69.1,163.0,26.0,7.4,Sedentary,2.32,110,288,59,Muscle Gain,2123,1534.5,588.5
37,Female,54.6,159.3,21.49,9.3,Moderate,2.61,65,283,52,Maintenance,1861,1853.21875,7.78125
43,Male,67.3,158.5,26.8,6.6,Moderate,2.69,108,379,72,Muscle Gain,2595,2253.11875,341.8812499999999
46,Female,65.3,167.4,23.3,6.6,Moderate,3.59,78,339,62,Maintenance,2225,2027.7875,197.21249999999984
30,Male,77.6,159.2,30.61,6.9,Sedentary,1.99,124,316,65,Muscle Gain,2348,1951.2,396.8000000000002
18,Female,58.8,162.4,22.26,7.2,Sedentary,1.96,71,127,29,Weight Loss,1051,1622.4,-571.3999999999999
64,Male,64.4,172.1,21.75,6.6,Active,2.54,103,458,83,Muscle Gain,2992,2422.978125,569.0218749999999
25,Female,86.7,162.1,33.0,6.4,Moderate,2.84,104,451,82,Maintenance,2958,2470.89375,487.1062499999998
56,Male,89.1,168.5,31.4,9.1,Sedentary,2.36,107,334,65,Maintenance,2352,2002.95,349.0500000000002
49,Female,59.9,159.8,23.44,7.8,Moderate,2.89,72,311,57,Maintenance,2041,1847.2125,193.7874999999999
18,Female,57.9,159.1,22.9,7.4,Moderate,2.72,93,334,63,Muscle Gain,2275,2049.68125,225.3187499999999
58,Female,55.9,156.8,22.73,5.4,Active,2.38,89,405,73,Muscle Gain,2636,1876.8,759.1999999999998
31,Female,62.9,169.4,21.9,6.9,Moderate,2.75,75,327,60,Maintenance,2144,2126.2125,17.78749999999991
37,Female,54.3,172.0,18.35,8.0,Moderate,3.24,65,282,51,Maintenance,1852,1971.6,-119.60000000000014
40,Female,53.8,168.7,18.91,6.6,Moderate,1.68,65,186,37,Weight Loss,1336,1908.63125,-572.6312500000001
26,Male,63.3,191.8,17.21,6.8,Sedentary,2.92,76,237,46,Maintenance,1671,2048.1,-377.0999999999999
56,Female,68.0,160.7,26.35,7.0,Moderate,2.93,82,260,51,Weight Loss,1820,1927.23125,-107.23125000000005
34,Male,81.4,184.4,23.94,6.4,Active,2.39,98,540,94,Maintenance,3402,3107.5875,294.4124999999999
25,Female,62.7,173.7,20.77,5.9,Moderate,1.91,75,325,59,Maintenance,2137,2211.26875,-74.26875000000018
28,Female,56.0,164.9,20.58,5.6,Moderate,1.64,90,325,61,Muscle Gain,2208,1998.91875,209.08124999999995
60,Female,68.6,154.3,28.8,8.3,Moderate,3.12,82,356,65,Maintenance,2338,1843.53125,494.46875
62,Female,54.5,163.7,20.36,6.7,Moderate,2.19,65,283,52,Maintenance,1860,1700.54375,159.45624999999995
35,Male,65.9,171.4,22.42,3.5,Sedentary,2.41,79,247,48,Maintenance,1739,1872.3,-133.29999999999995
27,Male,73.8,161.6,28.26,5.9,Sedentary,3.18,89,277,54,Maintenance,1949,1941.6,7.400000000000091
22,Female,61.5,151.8,26.69,8.0,Active,3.08,74,408,71,Maintenance,2571,2229.99375,341.0062499999999
39,Male,83.8,172.2,28.24,6.1,Moderate,3.48,134,458,88,Muscle Gain,3156,2672.5875,483.4124999999999
60,Male,80.8,177.0,25.78,7.1,Moderate,2.27,97,419,77,Maintenance,2754,2509.8375,244.1624999999999
50,Male,67.3,182.6,20.19,7.4,Active,3.39,81,353,64,Weight Loss,2315,2706.95625,-391.9562500000002
24,Female,72.6,157.9,29.12,7.8,Moderate,2.92,87,283,55,Weight Loss,1974,2219.40625,-245.40625
60,Female,64.2,165.0,23.59,6.9,Moderate,2.35,103,364,69,Muscle Gain,2490,1878.9875,611.0125
55,Male,74.6,171.4,25.37,4.0,Moderate,3.28,89,387,71,Maintenance,2543,2398.2375,144.76249999999982
28,Male,73.7,188.6,20.72,7.0,Moderate,2.59,88,289,56,Weight Loss,2013,2760.1625,-747.1624999999999
53,Male,78.8,172.4,26.52,7.0,Sedentary,2.31,95,296,58,Maintenance,2080,1926.6,153.4000000000001
56,Female,77.3,157.5,31.15,6.2,Sedentary,3.27,124,315,65,Muscle Gain,2340,1579.65,760.3500000000001
44,Female,62.7,158.3,25.02,7.6,Moderate,1.87,75,326,59,Maintenance,2138,1914.83125,223.16875000000005
62,Male,80.2,176.2,25.81,7.5,Moderate,1.64,96,416,76,Maintenance,2734,2477.2875,256.7125000000001
49,Female,59.0,154.5,24.73,8.4,Moderate,1.77,71,307,56,Maintenance,2013,1781.91875,231.08124999999995
34,Female,53.3,160.5,20.7,7.1,Moderate,1.95,85,312,59,Muscle Gain,2118,1867.94375,250.05624999999984
28,Male,68.6,167.6,24.45,5.4,Sedentary,3.13,110,286,59,Muscle Gain,2112,1918.2,193.80000000000015
23,Male,82.4,181.4,25.04,7.6,Moderate,1.45,132,451,86,Muscle Gain,3111,2864.0125000000003,246.98749999999973
27,Female,59.3,165.2,21.73,7.6,Active,2.8,71,394,69,Maintenance,2480,2293.3875000000003,186.61249999999973
29,Male,83.3,182.1,25.14,8.0,Moderate,2.2,100,433,79,Maintenance,2842,2838.24375,3.756249999999909
49,Male,92.9,169.5,32.33,6.4,Sedentary,3.55,111,254,54,Weight Loss,1952,2098.05,-146.04999999999973
45,Male,77.5,174.7,25.4,7.3,Sedentary,2.87,93,291,57,Maintenance,2047,1976.25,70.75
58,Female,55.9,159.9,21.87,6.2,Active,1.88,89,405,73,Muscle Gain,2638,1910.221875,727.7781249999998
49,Female,61.2,162.6,23.13,7.6,Moderate,2.07,98,349,66,Muscle Gain,2386,1894.4875,491.5125000000001
42,Female,66.7,158.3,26.62,6.2,Moderate,2.35,80,347,63,Maintenance,2276,1992.33125,283.66875000000005
56,Male,83.3,172.5,27.97,6.0,Sedentary,1.9,100,312,61,Maintenance,2198,1963.35,234.6500000000001
62,Female,65.3,156.6,26.62,7.8,Moderate,1.61,104,369,70,Muscle Gain,2526,1799.1625,726.8374999999999
51,Female,69.0,164.5,25.49,4.3,Moderate,3.01,110,387,74,Muscle Gain,2652,2018.29375,633.70625
39,Female,73.7,165.9,26.78,6.3,Active,3.2,88,395,72,Weight Loss,2579,2445.834375,133.1656250000001
61,Male,87.7,166.0,31.84,7.5,Moderate,2.89,105,362,69,Weight Loss,2491,2502.475,-11.474999999999907
58,Male,73.1,166.7,26.31,5.9,Sedentary,3.33,88,274,54,Maintenance,1930,1785.45,144.54999999999995
63,Female,64.4,156.9,26.15,6.4,Moderate,1.29,77,334,61,Maintenance,2196,1780.36875,415.6312499999999
27,Female,56.8,162.6,21.48,5.6,Active,2.38,68,377,66,Maintenance,2374,2222.2312500000003,151.76874999999973
42,Female,77.2,166.4,27.87,7.8,Sedentary,2.94,123,315,65,Muscle Gain,2338,1729.2,608.8
40,Male,66.2,174.2,21.8,6.4,Active,2.02,79,345,63,Weight Loss,2266,2683.6687500000003,-417.6687500000003
60,Male,66.8,176.6,21.43,7.6,Active,2.73,80,444,78,Maintenance,2794,2547.39375,246.60624999999985
20,Male,77.7,166.0,28.21,6.2,Active,2.67,93,422,76,Weight Loss,2750,2966.1375000000003,-216.13750000000027
19,Male,80.3,173.9,26.53,5.5,Active,2.76,96,533,93,Maintenance,3355,3104.784375,250.21562499999985
58,Male,51.1,160.8,19.76,5.5,Active,3.05,61,245,45,Weight Loss,1635,2123.475,-488.4749999999999
21,Male,80.8,188.6,22.71,6.7,Moderate,2.75,97,420,77,Maintenance,2755,2924.4625,-169.4625000000001
63,Male,65.7,172.6,22.05,5.9,Moderate,3.18,105,371,71,Muscle Gain,2542,2209.9125,332.0875000000001
54,Female,58.1,175.8,18.8,5.2,Moderate,2.18,93,335,63,Muscle Gain,2282,1935.5625,346.4375
44,Male,69.8,174.7,22.88,8.0,Moderate,3.37,84,269,52,Weight Loss,1881,2441.05625,-560.0562500000001
20,Female,65.7,163.8,24.51,7.6,Sedentary,2.66,79,153,34,Weight Loss,1236,1703.7,-467.7000000000001
63,Male,67.9,177.9,21.47,6.4,Moderate,2.6,81,353,64,Maintenance,2316,2295.3562500000003,20.643749999999727
21,Male,76.7,174.0,25.34,7.3,Moderate,2.52,92,398,73,Maintenance,2616,2719.475,-103.47499999999992
18,Female,65.2,160.6,25.29,5.4,Moderate,2.91,104,369,70,Muscle Gain,2525,2177.3625,347.6374999999998
22,Female,71.7,164.8,26.4,7.6,Moderate,2.45,86,373,68,Maintenance,2446,2287.8,158.19999999999982
19,Male,83.2,172.2,28.06,5.7,Sedentary,1.6,100,312,61,Maintenance,2197,2181.9,15.099999999999907
34,Female,57.8,161.5,22.16,5.7,Sedentary,2.53,69,123,28,Weight Loss,1026,1507.65,-481.6499999999999
39,Female,59.2,167.7,21.07,6.1,Sedentary,1.73,95,255,52,Muscle Gain,1863,1540.95,322.04999999999995
19,Female,58.7,157.1,23.81,5.5,Active,2.96,70,390,68,Maintenance,2455,2264.709375,190.2906250000001
61,Male,84.2,170.1,29.13,5.4,Moderate,1.83,101,344,66,Weight Loss,2373,2487.94375,-114.94374999999992
54,Male,82.9,172.1,27.99,6.5,Moderate,2.2,100,431,79,Maintenance,2829,2541.4187500000003,287.5812499999997
35,Female,57.0,164.1,21.17,7.5,Active,2.9,91,412,75,Muscle Gain,2682,2172.853125,509.1468749999999
28,Female,61.3,167.4,21.9,8.5,Moderate,2.5,74,319,58,Maintenance,2092,2105.2875,-13.287499999999907
63,Female,64.8,168.2,22.9,8.5,Sedentary,3.1,104,273,56,Muscle Gain,2010,1467.9,542.1000000000001
23,Male,71.2,167.7,25.3,6.8,Active,2.57,114,500,91,Muscle Gain,3276,2846.4656250000003,429.5343749999997
52,Female,58.8,154.6,24.6,6.8,Moderate,2.84,71,305,56,Maintenance,2004,1756.5375,247.46249999999984
28,Female,51.2,172.7,17.16,7.2,Moderate,2.61,82,302,57,Muscle Gain,2045,2000.08125,44.918750000000045
23,Male,64.0,172.7,21.46,7.9,Sedentary,2.86,77,146,33,Weight Loss,1190,1931.25,-741.25
53,Male,84.8,181.1,25.87,7.0,Sedentary,3.17,102,224,48,Weight Loss,1740,2063.85,-323.8499999999999
50,Male,78.1,177.9,24.69,6.7,Sedentary,1.9,94,199,43,Weight Loss,1563,1977.45,-414.4499999999998
50,Female,70.3,156.6,28.7,6.9,Sedentary,2.44,113,292,60,Muscle Gain,2157,1524.9,632.1000000000001
29,Female,69.1,172.2,23.3,6.6,Moderate,2.47,111,388,74,Muscle Gain,2657,2264.9375,392.0625
20,Male,78.3,185.8,22.68,8.0,Sedentary,1.86,125,319,66,Muscle Gain,2368,2219.1,148.9000000000001
64,Female,72.9,174.5,23.95,9.2,Sedentary,2.51,88,180,40,Weight Loss,1425,1606.35,-181.3499999999999
26,Male,75.7,177.2,24.1,8.0,Sedentary,1.82,121,310,64,Muscle Gain,2297,2087.4,209.5999999999999
41,Male,56.1,182.4,16.85,5.9,Sedentary,2.63,67,116,27,Weight Loss,980,1801.2,-821.2
27,Female,49.2,171.5,16.7,7.9,Moderate,2.88,79,292,55,Muscle Gain,1976,1965.20625,10.793750000000044
36,Male,82.1,171.5,27.93,7.5,Moderate,1.83,131,450,86,Muscle Gain,3101,2662.70625,438.2937499999998
38,Male,69.9,185.6,20.29,7.7,Moderate,2.83,84,363,66,Maintenance,2384,2594.7000000000003,-210.70000000000027
24,Male,66.1,179.4,20.53,5.0,Sedentary,2.12,79,248,48,Maintenance,1744,2000.7,-256.6999999999998
64,Male,78.1,159.7,30.61,5.3,Moderate,2.66,94,312,60,Weight Loss,2163,2269.39375,-106.39375000000018
41,Male,68.7,187.2,19.6,6.5,Moderate,2.36,82,263,51,Weight Loss,1844,2568.35,-724.3499999999999
51,Female,72.4,152.0,31.33,6.6,Active,2.28,87,387,70,Weight Loss,2527,2170.05,356.9499999999998
35,Male,55.4,170.4,19.08,7.2,Sedentary,2.19,66,208,41,Maintenance,1463,1738.8,-275.79999999999995
48,Female,69.7,160.3,27.1,6.7,Moderate,3.63,111,390,74,Muscle Gain,2675,2011.70625,663.29375
60,Male,77.6,182.2,23.38,7.0,Moderate,2.69,93,403,74,Maintenance,2648,2510.6125,137.38749999999982
18,Male,77.3,168.7,27.15,7.0,Moderate,2.42,93,401,73,Maintenance,2635,2700.68125,-65.68125000000009
21,Male,79.1,162.4,30.0,6.6,Moderate,2.91,95,411,75,Maintenance,2698,2644.3,53.69999999999982
54,Male,77.4,186.6,22.22,6.3,Active,2.65,93,420,76,Weight Loss,2735,2889.80625,-154.8062500000001
27,Female,60.1,171.3,20.48,7.1,Moderate,2.93,72,218,43,Weight Loss,1550,2132.21875,-582.21875
56,Male,78.2,176.1,25.21,8.6,Moderate,2.46,94,406,74,Maintenance,2667,2491.81875,175.1812500000001
57,Female,76.4,149.7,34.05,7.4,Active,2.85,92,507,89,Maintenance,3192,2162.503125,1029.4968749999998
61,Female,63.7,158.8,25.25,7.9,Moderate,2.36,76,331,60,Maintenance,2171,1803.425,367.5750000000001
63,Male,73.5,160.0,28.71,7.5,Moderate,2.88,88,288,56,Weight Loss,2008,2208.75,-200.75
48,Female,62.4,158.4,24.89,6.8,Moderate,3.04,75,230,45,Weight Loss,1629,1880.15,-251.1500000000001
22,Female,59.4,157.8,23.88,5.0,Sedentary,2.28,71,129,30,Weight Loss,1069,1571.1,-502.0999999999999
53,Male,60.3,175.3,19.62,8.2,Active,2.25,72,306,56,Weight Loss,2020,2481.628125,-461.6281250000002
34,Female,48.4,159.1,19.12,6.2,Sedentary,1.97,58,182,36,Maintenance,1279,1376.85,-97.84999999999992
54,Male,81.9,168.8,28.72,9.5,Sedentary,2.55,98,213,46,Weight Loss,1661,1930.8,-269.79999999999995
45,Male,79.6,165.6,29.04,8.1,Sedentary,3.1,127,323,67,Muscle Gain,2401,1933.2,467.8000000000002
19,Male,69.0,168.9,24.2,4.7,Moderate,2.39,83,265,52,Weight Loss,1854,2566.21875,-712.21875
28,Male,87.5,178.3,27.51,8.0,Moderate,2.01,140,476,91,Muscle Gain,3283,2874.28125,408.71875
46,Female,69.9,168.2,24.73,6.3,Moderate,2.67,84,269,52,Weight Loss,1885,2106.8375,-221.8375000000001
40,Female,56.1,166.4,20.27,8.2,Moderate,3.28,67,198,39,Weight Loss,1414,1922.0,-508.0
18,Female,40.0,169.2,13.97,6.2,Sedentary,2.54,48,150,29,Maintenance,1056,1447.8,-391.8
31,Female,57.0,158.1,22.82,6.4,Sedentary,2.48,68,120,28,Weight Loss,1005,1490.55,-485.55
32,Female,62.4,160.9,24.09,7.4,Moderate,2.06,75,324,59,Maintenance,2127,2028.36875,98.63124999999992
53,Female,62.1,156.1,25.5,8.0,Moderate,2.19,75,323,59,Maintenance,2118,1814.46875,303.53125
36,Female,48.2,165.5,17.6,5.4,Moderate,2.97,58,250,46,Maintenance,1644,1821.83125,-177.83124999999995
39,Male,81.1,177.6,25.72,6.8,Sedentary,2.7,97,304,59,Maintenance,2141,2077.2,63.80000000000018
25,Female,75.8,166.4,27.39,6.6,Active,3.16,91,410,74,Weight Loss,2670,2608.2000000000003,61.79999999999973
19,Male,79.4,167.3,28.39,6.2,Active,2.58,95,434,78,Weight Loss,2821,3018.103125,-197.1031250000001
32,Female,51.2,162.1,19.48,7.0,Sedentary,1.76,61,192,38,Maintenance,1351,1444.95,-93.95000000000005
56,Female,55.3,168.5,19.49,5.3,Moderate,3.32,66,287,52,Maintenance,1887,1805.94375,81.05624999999986
41,Male,64.2,177.4,20.4,7.6,Moderate,2.62,77,334,61,Maintenance,2190,2403.6625,-213.6624999999999
52,Female,63.6,181.6,19.28,6.7,Sedentary,2.01,102,269,55,Muscle Gain,1979,1620.0,359.0
26,Male,50.3,179.2,15.65,6.8,Active,2.94,80,370,67,Muscle Gain,2401,2584.05,-183.05000000000015
28,Male,72.9,172.0,24.62,6.2,Active,1.1,87,484,85,Maintenance,3045,2879.025,165.9749999999999
49,Male,76.4,181.0,23.3,6.7,Moderate,2.41,92,303,58,Weight Loss,2104,2565.6375000000003,-461.6375000000003
63,Male,98.9,179.3,30.76,7.0,Sedentary,3.02,119,371,73,Maintenance,2611,2159.55,451.4500000000003
32,Male,80.9,182.6,24.26,6.4,Moderate,3.16,97,326,63,Weight Loss,2258,2782.6375000000003,-524.6375000000003
37,Male,72.5,168.9,25.39,6.8,Moderate,2.06,87,376,69,Maintenance,2471,2480.96875,-9.96875
29,Female,57.5,162.8,21.68,9.3,Active,2.79,69,288,53,Weight Loss,1903,2219.2125,-316.2125000000001
53,Female,69.1,165.3,25.31,6.7,Sedentary,1.42,111,288,59,Muscle Gain,2125,1557.75,567.25
45,Male,99.3,171.2,33.85,6.9,Sedentary,3.03,119,372,73,Maintenance,2620,2211.6,408.4000000000001
39,Female,70.4,157.4,28.41,8.6,Sedentary,1.96,84,170,38,Weight Loss,1359,1598.1,-239.0999999999999
26,Female,63.3,161.3,24.33,7.2,Sedentary,3.02,76,237,46,Maintenance,1672,1620.15,51.850000000000136
43,Female,51.6,153.9,21.79,8.1,Moderate,2.82,83,304,57,Muscle Gain,2060,1707.90625,352.09375
62,Female,62.4,167.6,22.22,6.1,Sedentary,2.41,75,234,46,Maintenance,1647,1440.6,206.4000000000001
44,Male,96.1,174.7,31.47,4.9,Moderate,3.31,115,405,77,Weight Loss,2775,2848.70625,-73.70625000000018
22,Male,74.3,189.9,20.6,6.5,Moderate,2.27,89,292,56,Weight Loss,2033,2828.55625,-795.5562500000001
19,Female,63.1,155.1,26.22,7.3,Moderate,1.99,101,359,68,Muscle Gain,2452,2083.78125,368.21875
61,Female,69.8,166.4,25.2,8.6,Moderate,2.54,84,362,66,Maintenance,2379,1971.6,407.3999999999999
54,Male,76.8,165.9,27.91,6.5,Active,2.44,123,535,98,Muscle Gain,3510,2656.284375,853.7156249999998
20,Male,77.2,185.9,22.35,6.6,Moderate,2.35,124,426,81,Muscle Gain,2933,2850.25625,82.74375000000009
50,Female,59.0,167.1,21.1,7.5,Active,2.82,94,424,77,Muscle Gain,2764,2110.321875,653.6781249999999
